Description,SNOMED_CT_Concept_ID,Codelist_Name,Med_Code_Id,Observations,Term
Schizophrenic disorders (disorder),b191526005,Psychosis and schizophrenia and bipolar affective disease codes,a294725013,400000,Schizophrenic disorders
Schizophrenic disorders (disorder),b191526005,Psychosis and schizophrenia and bipolar affective disease codes,a882281000006113,2000,Schizophrenic psychoses NOS
Schizophrenic disorders (disorder),b191526005,Psychosis and schizophrenia and bipolar affective disease codes,a882291000006111,40000,Schizophrenic psychoses
Acute exacerbation of chronic hebephrenic schizophrenia (disorder),b191539009,Psychosis and schizophrenia and bipolar affective disease codes,a294739013,10,Acute exacerbation of chronic hebephrenic schizophrenia
Acute exacerbation of chronic hebephrenic schizophrenia (disorder),b191539009,Psychosis and schizophrenia and bipolar affective disease codes,a4763641000006116,1,Acute exacerbation of chronic disorganised schizophrenia
Acute exacerbation of chronic catatonic schizophrenia (disorder),b191548004,Psychosis and schizophrenia and bipolar affective disease codes,a294751010,10,Acute exacerbation of chronic catatonic schizophrenia
Acute exacerbation of subchronic paranoid schizophrenia (disorder),b191554003,Psychosis and schizophrenia and bipolar affective disease codes,a294757014,100,Acute exacerbation of subchronic paranoid schizophrenia
Acute exacerbation of chronic paranoid schizophrenia (disorder),b191555002,Psychosis and schizophrenia and bipolar affective disease codes,a294758016,800,Acute exacerbation of chronic paranoid schizophrenia
Latent schizophrenia (disorder),b191559008,Psychosis and schizophrenia and bipolar affective disease codes,a294764011,100,Latent schizophrenia
Latent schizophrenia (disorder),b191559008,Psychosis and schizophrenia and bipolar affective disease codes,a294765012,10,Unspecified latent schizophrenia
Latent schizophrenia (disorder),b191559008,Psychosis and schizophrenia and bipolar affective disease codes,a294771018,300,Latent schizophrenia NOS
Latent schizophrenia (disorder),b191559008,Psychosis and schizophrenia and bipolar affective disease codes,a395021000006111,8,[X]Latent schizophrenia
Latent schizophrenia (disorder),b191559008,Psychosis and schizophrenia and bipolar affective disease codes,a395031000006114,3,[X]Latent schizophrenic reaction
Chronic latent schizophrenia (disorder),b191562006,Psychosis and schizophrenia and bipolar affective disease codes,a294767016,40,Chronic latent schizophrenia
Schizoaffective schizophrenia (disorder),b191567000,Psychosis and schizophrenia and bipolar affective disease codes,a294773015,3,Cyclic schizophrenia
Schizoaffective schizophrenia (disorder),b191567000,Psychosis and schizophrenia and bipolar affective disease codes,a78531000006116,3000,Unspecified schizo-affective schizophrenia
Schizoaffective schizophrenia (disorder),b191567000,Psychosis and schizophrenia and bipolar affective disease codes,a155141000006116,30000,Schizoaffective schizophrenia
Schizoaffective schizophrenia (disorder),b191567000,Psychosis and schizophrenia and bipolar affective disease codes,a155161000006117,4000,Schizo-affective schizophrenia NOS
Schizoaffective schizophrenia (disorder),b191567000,Psychosis and schizophrenia and bipolar affective disease codes,a882301000006112,3000,Acute schizo affective psychosis
Subchronic schizoaffective schizophrenia (disorder),b191569002,Psychosis and schizophrenia and bipolar affective disease codes,a123611000006110,10,Subchronic schizo-affective schizophrenia
Chronic schizoaffective schizophrenia (disorder),b191570001,Psychosis and schizophrenia and bipolar affective disease codes,a556631000006116,4000,Chronic schizoaffective schizophrenia
Acute exacerbation of subchronic schizoaffective schizophrenia (disorder),b191571002,Psychosis and schizophrenia and bipolar affective disease codes,a456801000006115,50,Acute exacerbation subchronic schizo-affective schizophrenia
Acute exacerbation of subchronic schizoaffective schizophrenia (disorder),b191571002,Psychosis and schizophrenia and bipolar affective disease codes,a4763911000006114,2,Acute exacerbation of subchronic schizoaffective schizophrenia
Schizoaffective schizophrenia in remission (disorder),b191574005,Psychosis and schizophrenia and bipolar affective disease codes,a155151000006119,2000,Schizoaffective schizophrenia in remission
Cenesthopathic schizophrenia (disorder),b191577003,Psychosis and schizophrenia and bipolar affective disease codes,a294787015,3,Coenesthopathic schizophrenia
Cenesthopathic schizophrenia (disorder),b191577003,Psychosis and schizophrenia and bipolar affective disease codes,a294788013,2,Cenesthopathic schizophrenia
"Single manic episode, mild (disorder)",b191583000,Psychosis and schizophrenia and bipolar affective disease codes,a294803011,2000,"Single manic episode, mild"
"Single manic episode, moderate (disorder)",b191584006,Psychosis and schizophrenia and bipolar affective disease codes,a294804017,300,"Single manic episode, moderate"
Recurrent manic episodes (disorder),b191590005,Psychosis and schizophrenia and bipolar affective disease codes,a294810017,2000,Recurrent manic episodes
Recurrent manic episodes (disorder),b191590005,Psychosis and schizophrenia and bipolar affective disease codes,a294811018,400,"Recurrent manic episodes, unspecified"
Recurrent manic episodes (disorder),b191590005,Psychosis and schizophrenia and bipolar affective disease codes,a294818012,300,Recurrent manic episode NOS
Recurrent manic episodes (disorder),b191590005,Psychosis and schizophrenia and bipolar affective disease codes,a424661000006111,200,[X]Recurrent manic episodes
"Recurrent manic episodes, moderate (disorder)",b191593007,Psychosis and schizophrenia and bipolar affective disease codes,a294813015,300,"Recurrent manic episodes, moderate"
"Recurrent manic episodes, in full remission (disorder)",b191597008,Psychosis and schizophrenia and bipolar affective disease codes,a294817019,400,"Recurrent manic episodes, in full remission"
"Single major depressive episode, severe, with psychosis (disorder)",b191604000,Psychosis and schizophrenia and bipolar affective disease codes,a294828015,10000,"Single major depressive episode, severe, with psychosis"
"Single major depressive episode, severe, with psychosis (disorder)",b191604000,Psychosis and schizophrenia and bipolar affective disease codes,a401869010,50000,[X]Severe depressive episode with psychotic symptoms
"Single major depressive episode, severe, with psychosis (disorder)",b191604000,Psychosis and schizophrenia and bipolar affective disease codes,a426921000006115,800,[X]Single episode of major depression and psychotic symptoms
"Single major depressive episode, severe, with psychosis (disorder)",b191604000,Psychosis and schizophrenia and bipolar affective disease codes,a426961000006114,2000,[X]Single episode of psychotic depression
"Bipolar affective disorder, current episode manic (disorder)",b191618007,Psychosis and schizophrenia and bipolar affective disease codes,a294847017,2000,Manic-depressive - now manic
"Bipolar affective disorder, current episode manic (disorder)",b191618007,Psychosis and schizophrenia and bipolar affective disease codes,a294848010,3000,"Bipolar affective disorder, currently manic, unspecified"
"Bipolar affective disorder, current episode manic (disorder)",b191618007,Psychosis and schizophrenia and bipolar affective disease codes,a294858014,1000,"Bipolar affective disorder, currently manic, NOS"
"Bipolar affective disorder, current episode manic (disorder)",b191618007,Psychosis and schizophrenia and bipolar affective disease codes,a367081000006116,800,[X]Bipolar affect disorder cur epi manic wout psychotic symp
"Bipolar affective disorder, current episode manic (disorder)",b191618007,Psychosis and schizophrenia and bipolar affective disease codes,a513801000006112,5000,"Bipolar affective disorder, current episode manic"
"Bipolar affective disorder, currently manic, in full remission (disorder)",b191625000,Psychosis and schizophrenia and bipolar affective disease codes,a513811000006110,700,"Bipolar affective disorder, currently manic, in full remission"
"Bipolar affective disorder, currently depressed, mild (disorder)",b191629006,Psychosis and schizophrenia and bipolar affective disease codes,a294862015,2000,"Bipolar affective disorder, currently depressed, mild"
"Mixed bipolar affective disorder, mild (disorder)",b191638008,Psychosis and schizophrenia and bipolar affective disease codes,a294871012,900,"Mixed bipolar affective disorder, mild"
"Mixed bipolar affective disorder, in full remission (disorder)",b191643001,Psychosis and schizophrenia and bipolar affective disease codes,a294876019,1000,"Mixed bipolar affective disorder, in full remission"
Shared paranoid disorder (disorder),b191670008,Psychosis and schizophrenia and bipolar affective disease codes,a294908018,60,Folie a deux
Shared paranoid disorder (disorder),b191670008,Psychosis and schizophrenia and bipolar affective disease codes,a294909014,30,Shared paranoid disorder
Shared paranoid disorder (disorder),b191670008,Psychosis and schizophrenia and bipolar affective disease codes,a387071000006117,10,[X]Folie a deux
Reactive depressive psychosis (disorder),b191676002,Psychosis and schizophrenia and bipolar affective disease codes,a294917018,10000,Reactive depressive psychosis
Reactive depressive psychosis (disorder),b191676002,Psychosis and schizophrenia and bipolar affective disease codes,a294918011,20000,Psychotic reactive depression
Reactive depressive psychosis (disorder),b191676002,Psychosis and schizophrenia and bipolar affective disease codes,a426951000006112,100,[X]Single episode of psychogenic depressive psychosis
Reactive depressive psychosis (disorder),b191676002,Psychosis and schizophrenia and bipolar affective disease codes,a426981000006116,200,[X]Single episode of reactive depressive psychosis
Acute hysterical psychosis (disorder),b191677006,Psychosis and schizophrenia and bipolar affective disease codes,a294919015,900,Acute hysterical psychosis
"Bipolar affective disorder, current episode mixed (disorder)",b192362008,Psychosis and schizophrenia and bipolar affective disease codes,a367121000006119,2000,"[X]Bipolar affective disorder, current episode mixed"
"Bipolar affective disorder, current episode mixed (disorder)",b192362008,Psychosis and schizophrenia and bipolar affective disease codes,a398541000006116,2000,"Bipolar affective disorder , current episode mixed"
"Bipolar affective disorder, current episode mixed (disorder)",b192362008,Psychosis and schizophrenia and bipolar affective disease codes,a4767311000006117,200,"Bipolar affective disorder, current episode mixed"
Reactive psychoses (disorder),b231437006,Psychosis and schizophrenia and bipolar affective disease codes,a294926015,300,Other reactive psychoses
Reactive psychoses (disorder),b231437006,Psychosis and schizophrenia and bipolar affective disease codes,a294929010,300,Other reactive psychoses NOS
Reactive psychoses (disorder),b231437006,Psychosis and schizophrenia and bipolar affective disease codes,a346896012,1000,Reactive psychoses
Reactive psychoses (disorder),b231437006,Psychosis and schizophrenia and bipolar affective disease codes,a424511000006112,2000,[X]Reactive psychosis
Acute transient psychotic disorder (disorder),b231489001,Psychosis and schizophrenia and bipolar affective disease codes,a296083012,600,[X]Other acute and transient psychotic disorders
Acute transient psychotic disorder (disorder),b231489001,Psychosis and schizophrenia and bipolar affective disease codes,a401859016,700,[X]Other acute predominantly delusional psychotic disorders
Acute transient psychotic disorder (disorder),b231489001,Psychosis and schizophrenia and bipolar affective disease codes,a401860014,4000,"[X]Acute and transient psychotic disorder, unspecified"
Acute transient psychotic disorder (disorder),b231489001,Psychosis and schizophrenia and bipolar affective disease codes,a362271000006110,20000,Acute transient psychotic disorder
Acute transient psychotic disorder (disorder),b231489001,Psychosis and schizophrenia and bipolar affective disease codes,a367991000006119,1000,[X]Brief reactive psychosis NOS
Mania (disorder),b231494001,Psychosis and schizophrenia and bipolar affective disease codes,a296110017,4000,Mania
Mania (disorder),b231494001,Psychosis and schizophrenia and bipolar affective disease codes,a296118012,200,[X]Other manic episodes
Mania (disorder),b231494001,Psychosis and schizophrenia and bipolar affective disease codes,a401863011,6000,[X]Mania with psychotic symptoms
Mania (disorder),b231494001,Psychosis and schizophrenia and bipolar affective disease codes,a223601000000119,4000,Manic psychosis
Mania (disorder),b231494001,Psychosis and schizophrenia and bipolar affective disease codes,a396701000006111,100,[X]Mania with mood-congruent psychotic symptoms
Mania (disorder),b231494001,Psychosis and schizophrenia and bipolar affective disease codes,a396711000006114,50,[X]Mania with mood-incongruent psychotic symptoms
Mania (disorder),b231494001,Psychosis and schizophrenia and bipolar affective disease codes,a396761000006112,8,[X]Manic stupor
Mania (disorder),b231494001,Psychosis and schizophrenia and bipolar affective disease codes,a5023961000006111,7,Manic
Hypomania (disorder),b231496004,Psychosis and schizophrenia and bipolar affective disease codes,a389401000006111,40000,Hypomania
Hypomania (disorder),b231496004,Psychosis and schizophrenia and bipolar affective disease codes,a789221000006116,6000,Hypomanic psychoses
Delusions of parasitosis (disorder),b238973003,Psychosis and schizophrenia and bipolar affective disease codes,a5128641000006117,40,Delusions of parasitosis
Delusions of infestation (disorder),b238974009,Psychosis and schizophrenia and bipolar affective disease codes,a5128651000006115,7,Delusions of infestation
Schizophrenic prodrome (disorder),b247804008,Psychosis and schizophrenia and bipolar affective disease codes,a423271000006116,30,Prepsychotic schizophrenia
Schizophrenic prodrome (disorder),b247804008,Psychosis and schizophrenia and bipolar affective disease codes,a423471000006117,300,Prodromal schizophrenia
Schizophrenic prodrome (disorder),b247804008,Psychosis and schizophrenia and bipolar affective disease codes,a5248961000006113,20,Schizophrenic prodrome
"Schizoaffective disorder, mixed type (disorder)",b270901009,Psychosis and schizophrenia and bipolar affective disease codes,a376251000006112,1,[X]Cyclic schizophrenia
"Schizoaffective disorder, mixed type (disorder)",b270901009,Psychosis and schizophrenia and bipolar affective disease codes,a398631000006113,1000,Mixed schizophrenic and affective pschosis
"Schizoaffective disorder, mixed type (disorder)",b270901009,Psychosis and schizophrenia and bipolar affective disease codes,a425521000006115,4000,"Schizoaffective disorder, mixed type"
"Schizoaffective disorder, mixed type (disorder)",b270901009,Psychosis and schizophrenia and bipolar affective disease codes,a5517971000006118,1,Mixed schizophrenic and affective psychosis
"Schizoaffective disorder, manic type (disorder)",b271428004,Psychosis and schizophrenia and bipolar affective disease codes,a425511000006111,5000,"Schizoaffective disorder, manic type"
"Schizoaffective disorder, manic type (disorder)",b271428004,Psychosis and schizophrenia and bipolar affective disease codes,a425571000006119,600,"[X]Schizoaffective psychosis, manic type"
"Schizoaffective disorder, manic type (disorder)",b271428004,Psychosis and schizophrenia and bipolar affective disease codes,a425701000006119,100,"[X]Schizophreniform psychosis, manic type"
Subchronic disorganized schizophrenia (disorder),b27387000,Psychosis and schizophrenia and bipolar affective disease codes,a294736018,2,Subchronic hebephrenic schizophrenia
Acute polymorphic psychotic disorder (disorder),b274953007,Psychosis and schizophrenia and bipolar affective disease codes,a5568191000006118,100,Acute polymorphic psychotic disorder
Delusional dysmorphophobia (disorder),b278508007,Psychosis and schizophrenia and bipolar affective disease codes,a5614141000006110,10,Delusional dysmorphophobia
Severe recurrent major depression with psychotic features (disorder),b28475009,Psychosis and schizophrenia and bipolar affective disease codes,a424541000006111,2000,[X]Recurr severe episodes/major depression+psychotic symptom
Severe recurrent major depression with psychotic features (disorder),b28475009,Psychosis and schizophrenia and bipolar affective disease codes,a424571000006115,5000,[X]Recurrent depress disorder cur epi severe with psyc symp
Severe recurrent major depression with psychotic features (disorder),b28475009,Psychosis and schizophrenia and bipolar affective disease codes,a2957311000006113,500,Severe recurrent major depression with psychotic features
Chronic paranoid schizophrenia (disorder),b31658008,Psychosis and schizophrenia and bipolar affective disease codes,a52897013,9000,Chronic paranoid schizophrenia
Disorganized schizophrenia (disorder),b35252006,Psychosis and schizophrenia and bipolar affective disease codes,a294735019,80,Unspecified hebephrenic schizophrenia
Disorganized schizophrenia (disorder),b35252006,Psychosis and schizophrenia and bipolar affective disease codes,a294741014,300,Hebephrenic schizophrenia NOS
Disorganized schizophrenia (disorder),b35252006,Psychosis and schizophrenia and bipolar affective disease codes,a378051000006119,50,[X]Disorganised schizophrenia
Disorganized schizophrenia (disorder),b35252006,Psychosis and schizophrenia and bipolar affective disease codes,a388741000006110,900,[X]Hebephrenic schizophrenia
Disorganized schizophrenia (disorder),b35252006,Psychosis and schizophrenia and bipolar affective disease codes,a819351000006115,5000,Hebephrenic schizophrenia
Disorganized schizophrenia (disorder),b35252006,Psychosis and schizophrenia and bipolar affective disease codes,a3068121000006112,300,Disorganised schizophrenia
Bipolar I disorder (disorder),b371596008,Psychosis and schizophrenia and bipolar affective disease codes,a1785851000006110,1000,Bipolar I disorder
Late onset schizophrenia (disorder),b416340002,Psychosis and schizophrenia and bipolar affective disease codes,a6890801000006117,10,Late onset schizophrenia
Bipolar disorder in full remission (disorder),b41836007,Psychosis and schizophrenia and bipolar affective disease codes,a294887010,2000,Bipolar disorder in full remission
Affective psychosis (disorder),b441704009,Psychosis and schizophrenia and bipolar affective disease codes,a294897018,3000,Affective psychosis
Affective psychosis (disorder),b441704009,Psychosis and schizophrenia and bipolar affective disease codes,a294898011,2000,Unspecified affective psychoses NOS
Affective psychosis (disorder),b441704009,Psychosis and schizophrenia and bipolar affective disease codes,a294902017,3000,Other affective psychosis NOS
Severe bipolar disorder without psychotic features (disorder),b53049002,Psychosis and schizophrenia and bipolar affective disease codes,a82151000006114,70,Severe bipolar disorder without psychotic features
Brief reactive psychosis (disorder),b5464005,Psychosis and schizophrenia and bipolar affective disease codes,a10122017,1000,Brief reactive psychosis
Brief reactive psychosis (disorder),b5464005,Psychosis and schizophrenia and bipolar affective disease codes,a2586801000006115,3,Brief psychotic disorder
Paranoid schizophrenia in remission (disorder),b63181006,Psychosis and schizophrenia and bipolar affective disease codes,a105029017,3000,Paranoid schizophrenia in remission
Bouffée délirante (disorder),b63204009,Psychosis and schizophrenia and bipolar affective disease codes,a367961000006110,1,[X]Bouffee delirante
Bouffée délirante (disorder),b63204009,Psychosis and schizophrenia and bipolar affective disease codes,a523481000006114,20,Bouffee delirante
Bouffée délirante (disorder),b63204009,Psychosis and schizophrenia and bipolar affective disease codes,a3527771000006116,1,BouffÃ©e dÃ©lirante
Paranoid schizophrenia (disorder),b64905009,Psychosis and schizophrenia and bipolar affective disease codes,a107878010,500000,Paranoid schizophrenia
Paranoid schizophrenia (disorder),b64905009,Psychosis and schizophrenia and bipolar affective disease codes,a294754019,2000,Unspecified paranoid schizophrenia
Paranoid schizophrenia (disorder),b64905009,Psychosis and schizophrenia and bipolar affective disease codes,a294760019,7000,Paranoid schizophrenia NOS
Paranoid schizophrenia (disorder),b64905009,Psychosis and schizophrenia and bipolar affective disease codes,a418221000006118,20000,[X]Paranoid schizophrenia
Paranoid schizophrenia (disorder),b64905009,Psychosis and schizophrenia and bipolar affective disease codes,a418261000006112,200,[X]Paraphrenic schizophrenia
Psychotic disorder (disorder),b69322001,Psychosis and schizophrenia and bipolar affective disease codes,a346895011,100000,Psychotic disorder
Psychotic disorder (disorder),b69322001,Psychosis and schizophrenia and bipolar affective disease codes,a424231000006116,100000,Psychotic
Psychotic disorder (disorder),b69322001,Psychosis and schizophrenia and bipolar affective disease codes,a3627341000006115,200,Psychosis
Non-organic psychosis in remission (disorder),b755311000000100,Psychosis and schizophrenia and bipolar affective disease codes,a1667591000000111,4000,[X]Nonorganic psychosis in remission
Non-organic psychosis in remission (disorder),b755311000000100,Psychosis and schizophrenia and bipolar affective disease codes,a8232541000006114,1000,Non-organic psychosis in remission
"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission (disorder)",b755331000000108,Psychosis and schizophrenia and bipolar affective disease codes,a1755911000006110,2000,"[X]Recurrent major depressive episodes, severe, with psychosis, psychosis in remission"
"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission (disorder)",b755331000000108,Psychosis and schizophrenia and bipolar affective disease codes,a8232591000006117,300,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission"
"Mixed bipolar affective disorder, severe (disorder)",b764591000000108,Psychosis and schizophrenia and bipolar affective disease codes,a701071000006111,400,"Mixed bipolar affective disorder, severe"
"Recurrent manic episodes, severe (disorder)",b764621000000106,Psychosis and schizophrenia and bipolar affective disease codes,a182871000006115,60,"Recurrent manic episodes, severe"
"Single manic episode, severe (disorder)",b764641000000104,Psychosis and schizophrenia and bipolar affective disease codes,a294805016,200,"Single manic episode, severe"
Psychosis and severe depression co-occurrent and due to bipolar affective disorder (disorder),b765176007,Psychosis and schizophrenia and bipolar affective disease codes,a367061000006114,2000,Psychosis and severe depression co-occurrent and due to bipolar affective disorder
Psychosis and severe depression co-occurrent and due to bipolar affective disorder (disorder),b765176007,Psychosis and schizophrenia and bipolar affective disease codes,a396781000006119,500,"[X]Manic-depress psychosis,depressed type+psychotic symptoms"
Psychosis and severe depression co-occurrent and due to bipolar affective disorder (disorder),b765176007,Psychosis and schizophrenia and bipolar affective disease codes,a513721000006114,800,"Bipolar affect disord, now depressed, severe with psychosis"
Jealous delusion disorder (disorder),b77475008,Psychosis and schizophrenia and bipolar affective disease codes,a3760411000006111,4,Jealous delusion disorder
Bipolar II disorder (disorder),b83225003,Psychosis and schizophrenia and bipolar affective disease codes,a367161000006113,6000,[X]Bipolar II disorder
Bipolar II disorder (disorder),b83225003,Psychosis and schizophrenia and bipolar affective disease codes,a1785861000006112,10000,Bipolar II disorder
Bipolar II disorder (disorder),b83225003,Psychosis and schizophrenia and bipolar affective disease codes,a1785871000006117,800,[X]Bipolar II disorder
Bipolar II disorder (disorder),b83225003,Psychosis and schizophrenia and bipolar affective disease codes,a3854401000006113,10,Bipolar 2 disorder
"Schizoaffective disorder, depressive type (disorder)",b84760002,Psychosis and schizophrenia and bipolar affective disease codes,a425501000006113,7000,"Schizoaffective disorder, depressive type"
"Schizoaffective disorder, depressive type (disorder)",b84760002,Psychosis and schizophrenia and bipolar affective disease codes,a425561000006114,1000,"[X]Schizoaffective psychosis, depressive type"
"Schizoaffective disorder, depressive type (disorder)",b84760002,Psychosis and schizophrenia and bipolar affective disease codes,a425691000006119,300,"[X]Schizophreniform psychosis, depressive type"
Bipolar disorder in remission (disorder),b85248005,Psychosis and schizophrenia and bipolar affective disease codes,a296130018,10000,Bipolar disorder in remission
Bipolar disorder in remission (disorder),b85248005,Psychosis and schizophrenia and bipolar affective disease codes,a3886291000006119,1,"Bipolar disorder, in remission"
Schizophreniform disorder (disorder),b88975006,Psychosis and schizophrenia and bipolar affective disease codes,a3946141000006118,20,Schizophreniform disorder
