Description,SNOMED_CT_Concept_ID,Codelist_Name,Med_Code_Id,Observations,Term
Non-obstructive atherosclerosis of coronary artery (disorder),b719678003,Coronary heart disease (CHD) codes,a2609111000000119,600,Non-obstructive coronary atherosclerosis
Non-obstructive atherosclerosis of coronary artery (disorder),b719678003,Coronary heart disease (CHD) codes,a7789771000006114,2,Non-obstructive atherosclerosis of coronary artery
Atherosclerosis of autologous coronary artery bypass graft (disorder),b724431008,Coronary heart disease (CHD) codes,a7855741000006112,1,Atherosclerosis of autologous coronary artery bypass graft
Acute myocardial infarction of septum (disorder),b79009004,Coronary heart disease (CHD) codes,a1234306015,600,Acute septal infarction
Angina due to type 2 diabetes mellitus (disorder),b791000119109,Coronary heart disease (CHD) codes,a7966931000006114,2,Angina associated with type 2 diabetes mellitus
Coronary microvascular disease (disorder),b810681000000101,Coronary heart disease (CHD) codes,a2115181000000110,1000,Coronary microvascular disease
Acute ST segment elevation myocardial infarction due to occlusion of proximal portion of anterior descending branch of left coronary artery (disorder),b840309000,Coronary heart disease (CHD) codes,a13941091000006115,2,Acute ST segment elevation myocardial infarction due to proximal left anterior descending coronary artery occlusion
Occlusion of proximal portion of anterior descending branch of left coronary artery (disorder),b840310005,Coronary heart disease (CHD) codes,a13941121000006116,20,Occlusion of proximal left anterior descending coronary artery
Acute ST segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery (disorder),b840609007,Coronary heart disease (CHD) codes,a13945211000006116,2,Acute ST segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery
Occlusion of septal branch of anterior descending branch of left coronary artery (disorder),b840679006,Coronary heart disease (CHD) codes,a13945971000006115,2,Occlusion of septal branch of anterior descending branch of left coronary artery
Acute ST segment elevation myocardial infarction due to occlusion of intermediate artery (disorder),b846683001,Coronary heart disease (CHD) codes,a13947721000006111,1,Acute ST segment elevation myocardial infarction due to occlusion of intermediate artery
Occlusion of proximal portion of right coronary artery (disorder),b868215007,Coronary heart disease (CHD) codes,a13961321000006113,2,Occlusion of proximal portion of right coronary artery
Acute ST segment elevation myocardial infarction due to occlusion of mid portion of right coronary artery (disorder),b868220007,Coronary heart disease (CHD) codes,a13961371000006114,1,Acute ST segment elevation myocardial infarction due to occlusion of mid portion of right coronary artery
Acute ST segment elevation myocardial infarction due to occlusion of posterior descending branch of right coronary artery (disorder),b868225002,Coronary heart disease (CHD) codes,a13961451000006111,1,Acute STEMI (ST elevation myocardial infarction) due to PDA (posterior descending artery) branch of RCA (right coronary artery) occlusion
Acute ST segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery (disorder),b868226001,Coronary heart disease (CHD) codes,a13961461000006113,1,Acute ST segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery
Stenosis of left coronary artery main stem (disorder),b876857001,Coronary heart disease (CHD) codes,a14130081000006114,9,Stenosis of left coronary artery main stem
Acute infarction of papillary muscle (disorder),b10273003,Coronary heart disease (CHD) codes,a1218860015,6,Acute papillary muscle infarction
Septal infarction by electrocardiogram (finding),b1077002,Coronary heart disease (CHD) codes,a2515471000006117,5,Septal infarction by electrocardiogram
Chronic total occlusion of coronary artery (disorder),b117051000119103,Coronary heart disease (CHD) codes,a8036721000006118,40,Chronic total occlusion of coronary artery
Acute ST segment elevation myocardial infarction of inferoposterior wall (disorder),b12238151000119107,Coronary heart disease (CHD) codes,a12122341000006114,10,Acute ST segment elevation myocardial infarction of inferoposterior wall
Left coronary artery occlusion (disorder),b123641001,Coronary heart disease (CHD) codes,a4354131000006110,6,Left coronary artery occlusion
History of placement of stent in coronary artery bypass graft (situation),b130541000119100,Coronary heart disease (CHD) codes,a8041051000006118,3,History of placement of stent in coronary artery bypass graft
Acute ST segment elevation myocardial infarction of anteroseptal wall (disorder),b15712961000119108,Coronary heart disease (CHD) codes,a9843991000006114,1,Acute ST segment elevation myocardial infarction of anteroseptal wall
Angina co-occurrent and due to arteriosclerosis of autologous vein coronary artery bypass graft (disorder),b15960581000119102,Coronary heart disease (CHD) codes,a12125951000006116,1,Arteriosclerosis of autologous vein coronary artery bypass graft with angina
Acute myocardial infarction of posterolateral wall (disorder),b15990001,Coronary heart disease (CHD) codes,a967931000006114,200,Acute myocardial infarction of posterolateral wall
History of myocardial infarct at age greater than sixty (situation),b161503005,Coronary heart disease (CHD) codes,a810821000006112,10000,H/O: myocardial infarct at greater than 60
Old myocardial infarction (disorder),b1755008,Coronary heart disease (CHD) codes,a4031011,60000,Old myocardial infarction
Old myocardial infarction (disorder),b1755008,Coronary heart disease (CHD) codes,a4032016,700,Healed myocardial infarction
True posterior myocardial infarction (disorder),b194802003,Coronary heart disease (CHD) codes,a299712015,500,True posterior myocardial infarction
Single coronary vessel disease (disorder),b194842008,Coronary heart disease (CHD) codes,a299782012,20000,Single coronary vessel disease
Single coronary vessel disease (disorder),b194842008,Coronary heart disease (CHD) codes,a4776051000006110,5,Single vessel coronary artery disease
Subsequent myocardial infarction of anterior wall (disorder),b194857001,Coronary heart disease (CHD) codes,a299811016,90,Subsequent myocardial infarction of anterior wall
Subsequent myocardial infarction of inferior wall (disorder),b194858006,Coronary heart disease (CHD) codes,a299812011,100,Subsequent myocardial infarction of inferior wall
Hemopericardium due to and following acute myocardial infarction (disorder),b194862000,Coronary heart disease (CHD) codes,a813961000006116,90,Haemopericardium as current complication following acute myocardial infarction
Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction (disorder),b194865003,Coronary heart disease (CHD) codes,a158601000006116,10,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction
Rupture of chordae tendinae due to and following acute myocardial infarction (disorder),b194866002,Coronary heart disease (CHD) codes,a158611000006118,2,Rupture of chordae tendinae as current complication following acute myocardial infarction
Acute myocardial infarction due to right coronary artery occlusion (disorder),b23311000119105,Coronary heart disease (CHD) codes,a8011041000006111,4,Acute myocardial infarction due to right coronary artery occlusion
Stable angina (disorder),b233819005,Coronary heart disease (CHD) codes,a350348018,70000,Stable angina
Acute Q wave infarction - inferolateral (disorder),b233831007,Coronary heart disease (CHD) codes,a5056331000006111,2,Acute Q wave infarction - inferolateral
Old inferior myocardial infarction (disorder),b233840006,Coronary heart disease (CHD) codes,a5056421000006119,20,Old inferior myocardial infarction
Silent myocardial infarction (disorder),b233843008,Coronary heart disease (CHD) codes,a350376014,3000,Silent myocardial infarction
Silent myocardial infarction (disorder),b233843008,Coronary heart disease (CHD) codes,a5056461000006113,2,MI - Silent myocardial infarction
Accelerated coronary artery disease in transplanted heart (disorder),b233844002,Coronary heart disease (CHD) codes,a5056471000006118,1,Accelerated coronary artery disease in transplanted heart
Post-infarction ventricular septal defect (disorder),b233846000,Coronary heart disease (CHD) codes,a67081000006119,60,Ventricular septal defect as current complication following acute myocardial infarction
Post-infarction ventricular septal defect (disorder),b233846000,Coronary heart disease (CHD) codes,a5056501000006113,6,Post-infarction ventricular septal defect
Coronary artery stenosis (disorder),b233970002,Coronary heart disease (CHD) codes,a5058231000006119,400,Coronary artery stenosis
Coronary graft stenosis (disorder),b251024009,Coronary heart disease (CHD) codes,a5294511000006117,7,Coronary graft stenosis
Impending infarction (disorder),b25106000,Coronary heart disease (CHD) codes,a494260016,4,Impending infarction
Ischemic myocardial dysfunction (disorder),b281091000,Coronary heart disease (CHD) codes,a5647291000006110,4,Ischaemic myocardial dysfunction
Exercise-induced angina (disorder),b300995000,Coronary heart disease (CHD) codes,a442204010,10000,Angina on effort
Exercise-induced angina (disorder),b300995000,Coronary heart disease (CHD) codes,a5887611000006117,700,Exercise-induced angina
Exercise-induced angina (disorder),b300995000,Coronary heart disease (CHD) codes,a5887631000006111,70,Exertional angina
Exercise-induced angina (disorder),b300995000,Coronary heart disease (CHD) codes,a5887641000006118,1,Angina of effort
Post infarct angina (disorder),b314116003,Coronary heart disease (CHD) codes,a458410010,1000,Post infarct angina
Transient myocardial ischemia (disorder),b315026000,Coronary heart disease (CHD) codes,a459488019,1000,Transient myocardial ischaemia
Diabetes mellitus insulin-glucose infusion in acute myocardial infarction (procedure),b315287002,Coronary heart disease (CHD) codes,a616081000006113,30,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction
Asymptomatic coronary heart disease (disorder),b315348000,Coronary heart disease (CHD) codes,a459859010,5000,Asymptomatic coronary heart disease
Nocturnal angina (disorder),b35928006,Coronary heart disease (CHD) codes,a59952018,400,Nocturnal angina
Myocardial infarction with complication (disorder),b371068009,Coronary heart disease (CHD) codes,a543291000006110,40,Myocardial infarction with complication
Progressive angina (disorder),b371806006,Coronary heart disease (CHD) codes,a12276271000006112,3,Progressive angina
Recurrent angina status post percutaneous transluminal coronary angioplasty (disorder),b371808007,Coronary heart disease (CHD) codes,a6360401000006116,1,Recurrent angina after percutaneous transluminal coronary angioplasty
Recurrent angina following placement of coronary artery stent (disorder),b371809004,Coronary heart disease (CHD) codes,a6360421000006114,1,Recurrent angina after coronary stent placement
Recurrent angina status post coronary artery bypass graft (disorder),b371810009,Coronary heart disease (CHD) codes,a6360441000006119,1,Recurrent angina after coronary artery bypass graft
Acute coronary syndrome (disorder),b394659003,Coronary heart disease (CHD) codes,a1488382011,200000,Acute coronary syndrome
Acute coronary syndrome (disorder),b394659003,Coronary heart disease (CHD) codes,a6546111000006118,70,ACS - Acute coronary syndrome
First myocardial infarction (disorder),b394710008,Coronary heart disease (CHD) codes,a6546751000006118,20,First myocardial infarction
History of coronary artery bypass grafting (situation),b399261000,Coronary heart disease (CHD) codes,a451132018,8000,[V]Presence of coronary artery bypass graft
History of coronary artery bypass grafting (situation),b399261000,Coronary heart disease (CHD) codes,a460686018,200,[V]Presence of aortocoronary bypass graft
History of coronary artery bypass grafting (situation),b399261000,Coronary heart disease (CHD) codes,a1227364015,10000,History of coronary artery bypass grafting
Acute non-ST segment elevation myocardial infarction (disorder),b401314000,Coronary heart disease (CHD) codes,a1780501013,400000,Acute non-ST segment elevation myocardial infarction
Acute non-ST segment elevation myocardial infarction (disorder),b401314000,Coronary heart disease (CHD) codes,a6651391000006114,600,NSTEMI - Non-ST segment elevation MI
Acute ischemic heart disease (disorder),b413439005,Coronary heart disease (CHD) codes,a6841231000006113,10,Acute ischaemic heart disease
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a299723016,400,Other acute and subacute ischaemic heart disease
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a299750014,200,Other acute and subacute ischaemic heart disease NOS
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a299834013,4000,Other specified ischaemic heart disease
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a299835014,100000,Ischaemic heart disease NOS
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a300876010,50,[X]Other forms of acute ischaemic heart disease
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a2534664018,5000000,Ischaemic heart disease
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a2537480011,1000000,IHD - Ischaemic heart disease
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a39111000006114,2000,Other acute and subacute ischaemic heart disease
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a394541000006112,2000,[X]Ischaemic heart diseases
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a6860251000006115,60,Ischemic heart disease
Ischemic heart disease (disorder),b414545008,Coronary heart disease (CHD) codes,a6860261000006118,30,IHD - Ischemic heart disease
Myocardial ischemia (disorder),b414795007,Coronary heart disease (CHD) codes,a6864781000006110,90,Myocardial ischaemia
Acute transmural myocardial infarction (disorder),b1089471000000109,Coronary heart disease (CHD) codes,a2729671000000118,40,Acute transmural myocardial infarction
