Description,SNOMED_CT_Concept_ID,Codelist_Name,Med_Code_Id,Observations,Term
Vertebrobasilar territory transient ischemic attack (disorder),b230717002,Transient ischaemic attack (TIA) codes,a5011541000006113,7,Posterior circulation transient ischemic attack
Vertebrobasilar territory transient ischemic attack (disorder),b230717002,Transient ischaemic attack (TIA) codes,a5011551000006110,4,Posterior circulation transient ischaemic attack
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a300348012,1000,Other transient cerebral ischaemia
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a300349016,7000,Transient cerebral ischaemia NOS
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a395783012,800000,Transient ischaemic attack
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a395788015,700000,Transient cerebral ischaemia
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a95931000006111,10000,Transient cerebral ischaemia NOS
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a416991000006112,1000,Transient cerebral ischemia
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a988951000006117,10,Transient Ischaemic Attacks
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a5492171000006112,300,TIA
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a5492201000006111,40,TIA - Transient ischaemic attack
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a5492221000006118,100,Transient ischemic attack
Transient ischemic attack (disorder),b266257000,Transient ischaemic attack (TIA) codes,a11920121000006117,9,Transient cerebral ischemia
Recurrent transient cerebral ischemic attack (disorder),b444172003,Transient ischaemic attack (TIA) codes,a7289121000006119,20,Recurrent transient cerebral ischaemic attack
Recurrent transient cerebral ischemic attack (disorder),b444172003,Transient ischaemic attack (TIA) codes,a7289131000006116,1,Recurrent transient cerebral ischemic attack
History of transient ischemic attack (situation),b161511000,Transient ischaemic attack (TIA) codes,a251692018,70000,H/O: TIA
History of transient ischemic attack (situation),b161511000,Transient ischaemic attack (TIA) codes,a4540591000006113,2,History of transient ischemic attack
History of transient ischemic attack (situation),b161511000,Transient ischaemic attack (TIA) codes,a14068071000006114,100,History of transient ischaemic attack
Carotid artery syndrome hemispheric (disorder),b195200006,Transient ischaemic attack (TIA) codes,a300344014,500,Carotid artery syndrome hemispheric
Impending cerebral ischemia (disorder),b195205001,Transient ischaemic attack (TIA) codes,a300352012,100,Impending cerebral ischaemia
Intermittent cerebral ischemia (disorder),b195206000,Transient ischaemic attack (TIA) codes,a300353019,600,Intermittent cerebral ischaemia
Carotid territory transient ischemic attack (disorder),b230716006,Transient ischaemic attack (TIA) codes,a345684012,900,Carotid territory transient ischaemic attack
Carotid territory transient ischemic attack (disorder),b230716006,Transient ischaemic attack (TIA) codes,a5011491000006115,200,Anterior circulation transient ischaemic attack
Carotid territory transient ischemic attack (disorder),b230716006,Transient ischaemic attack (TIA) codes,a5011501000006111,10,Anterior circulation transient ischemic attack
Vertebral artery syndrome (disorder),b34781003,Transient ischaemic attack (TIA) codes,a58046010,800,Vertebral artery syndrome
Vertebral artery syndrome (disorder),b34781003,Transient ischaemic attack (TIA) codes,a2476647018,300,Vertebral artery compression syndrome
Transient cerebral ischemia due to atrial fibrillation (disorder),b426814001,Transient ischaemic attack (TIA) codes,a7064691000006118,1,Transient cerebral ischaemia due to atrial fibrillation
